EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
112671,8/4/2023 4:00:00 AM,1777622,FOOD SERVICE,KY KINGDOM TACO TEQUILA,937,PHILLIPS LN,LOUISVILLE,KY,40209,REGULAR,93,20,PROPER REHEATING PROCEDURES FOR HOT HOLDING,Yes,TCS foods which have been cooked and then refrigerated are not reheated rapidly to 74°C (165°F) or higher. beans.,605,2314
112671,8/4/2023 4:00:00 AM,1777622,FOOD SERVICE,KY KINGDOM TACO TEQUILA,937,PHILLIPS LN,LOUISVILLE,KY,40209,REGULAR,93,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. behind ice machine,605,2315
31379,8/30/2023 4:00:00 AM,1784903,SCHOOL CAFETERIA OR FOOD SERVICE,WESTPORT MIDDLE SCHOOL,8100,WESTPORT RD,LOUISVILLE,KY,40242,REGULAR,97,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The utensil (kitchenware/tableware) surface temperature on a hot water mechanical operation is less than 71°C (160°F). (Corrected) ,605,2316
115630,5/23/2023 4:00:00 AM,1757905,FOOD SERVICE,GOLDEN CORRAL,4032,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Issued a quarantine order).   - Walk-in cooler holding at 52 degrees F  - Reach-in cooler (Salad bar) holding at 55 degrees F,605,2317
115630,5/23/2023 4:00:00 AM,1757905,FOOD SERVICE,GOLDEN CORRAL,4032,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,91,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Peroxide used to clean food contact surfaces at meat cooler (Corrected).,605,2318
115630,5/23/2023 4:00:00 AM,1757906,FOOD SERVICE,GOLDEN CORRAL,4032,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Issued a quarantine order).   - Walk-in cooler holding at 52 degrees F  - Reach-in cooler (Salad bar) holding at 55 degrees F,605,2319
115630,5/23/2023 4:00:00 AM,1757906,FOOD SERVICE,GOLDEN CORRAL,4032,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,91,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Peroxide used to clean food contact surfaces at meat cooler (Corrected).,605,2320
103704,9/22/2023 4:00:00 AM,1790692,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,91,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. (Vegetable mix holding at 98 degrees after cooling for 2 hours and 45 minutes.) (discarded),605,2321
103704,9/22/2023 4:00:00 AM,1790692,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Alfredo sauce in ice well holding internally at 49 degrees F.) (Reach-in cooler holding salsa, ham, cut tomatoes and various products between 48 and 55 degrees F.) (French toast batter holding at 50 degrees F.) (Discarded)",605,2322
83416,10/20/2023 4:00:00 AM,1798129,FOOD SERVICE,SUBWAY #34858,2020,BASHFORD MANOR LN,LOUISVILLE,KY,40218,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - TCS products holdings at 55-60 degrees F at reach-in unit (Discarded).,605,2323
86553,10/19/2023 4:00:00 AM,1797870,FOOD SERVICE,WAFFLE HOUSE #1887,10563,DIXIE HWY,LOUISVILLE,KY,40272,REGULAR,92,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,dishwasher not sanitizing with final rinse of 180 F,605,2324
114656,5/30/2023 4:00:00 AM,1759344,SELF-CONTAINED MOBILE FOOD UNITS,A TODA MADRE COMIDA URBANA MEXICANA,,MOBILE TRAILER 8470,LOUISVILLE,KY,40202,FOLLOWUP,87,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2325
114656,5/30/2023 4:00:00 AM,1759344,SELF-CONTAINED MOBILE FOOD UNITS,A TODA MADRE COMIDA URBANA MEXICANA,,MOBILE TRAILER 8470,LOUISVILLE,KY,40202,FOLLOWUP,87,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Coolers holding cheeses, meats and various items at 62 and 70 degrees F.) (Discarded)",605,2326
114656,5/30/2023 4:00:00 AM,1759344,SELF-CONTAINED MOBILE FOOD UNITS,A TODA MADRE COMIDA URBANA MEXICANA,,MOBILE TRAILER 8470,LOUISVILLE,KY,40202,FOLLOWUP,87,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded. (TCS food items dated with the incorrect dates.)",605,2327
114656,5/30/2023 4:00:00 AM,1759344,SELF-CONTAINED MOBILE FOOD UNITS,A TODA MADRE COMIDA URBANA MEXICANA,,MOBILE TRAILER 8470,LOUISVILLE,KY,40202,FOLLOWUP,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,No sanitizer chemical available in the facility.,605,2328
85040,5/30/2023 4:00:00 AM,1759346,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,FOLLOWUP,87,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Raw eggs left at room temperature.) (Cooler holding lettuce, ham, cheese, and various foods at 51 degrees F.)",605,2329
85040,5/30/2023 4:00:00 AM,1759346,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,FOLLOWUP,87,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (Personal drink stored on food preparation table next to customer food and single service items.)  Employee observed opening pancake mix bag with teeth. ,605,2330
85040,5/30/2023 4:00:00 AM,1759346,FOOD SERVICE,WAFFLE HOUSE #174,2805,FERN VALLEY RD,LOUISVILLE,KY,40213,FOLLOWUP,87,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (Employee observed drinking and then handling food without washing hands.),605,2331
34233,6/21/2023 4:00:00 AM,1765731,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Improper storage of employee food/drinks. (Employee drinks stored next to and above food preparation counter, clean food equipment storage, single service items and inside of reach-in cooler.)",605,2332
34233,6/21/2023 4:00:00 AM,1765731,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded. (Cooked and pre-cooked meats not dated.)",605,2333
34233,6/21/2023 4:00:00 AM,1765731,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods. (Turkey ribs dated 5/31, Turkey breast dated 6/4, Ribs dated 6/14, Cole slaw dated 6/2, Potato Salad dated 6/2, Baked beans dated 6/3.)",605,2334
34233,6/21/2023 4:00:00 AM,1765731,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,86,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below. (brisket holding internally at 118 degrees F after cooling for 3 hours.),605,2335
103118,6/27/2023 4:00:00 AM,1767122,FOOD SERVICE (HOSPITAL / NURSING HOME,LANTERN AT MORNING POINTE,4701,S HURSTBOURNE PKWY,LOUISVILLE,KY,40291,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Yogurt holding at 56 degrees F (Discarded)  - Pasta Salad holding at 57 degrees F   ,605,2336
103118,6/27/2023 4:00:00 AM,1767122,FOOD SERVICE (HOSPITAL / NURSING HOME,LANTERN AT MORNING POINTE,4701,S HURSTBOURNE PKWY,LOUISVILLE,KY,40291,REGULAR,90,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Lack of papertowel and soap at all handwash sinks in the kitchen (Corrected).,605,2337
107588,8/4/2023 4:00:00 AM,1777783,FOOD SERVICE,WENDYS,5124,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,95,21,PROPER COLD HOLDING TEMPERATURES,Yes,"sandwich prep fridge not maintaing food at 41 F or below - sour cream, cheeses, tomato and lettuce at 50 F",605,2338
70433,9/22/2023 4:00:00 AM,1790630,FOOD SERVICE,MOE'S SOUTHWEST GRILL,2001,S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,REGULAR,96,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2339
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,10,Adequate hand washing facilities supplied and accessible,No,Hand cleaner not provided at lavatory or hand washing sink (bar hand sink).   Hand washing sink used for things other than hand washing (Dishes in sink).,605,2340
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.  Chemical sanitizing solution containers placed on floor.  Sanitizer bucket not at proper concentration (Not in use-corrected).,605,2341
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored.,605,2342
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2343
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods (Bartender with garnishes). ,605,2344
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.,605,2345
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,Time not properly recorded for using time as a public health control for mac and cheese noodles.,605,2346
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Ice bath items not properly below 41 degrees-corrected). ,605,2347
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemicals not stored properly. ,605,2348
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,49,"Ware washing facilities:  installed, maintained, used, test strips",No,Ware washing machine not properly operating (outside dish washer- not in use). ,605,2349
101210,7/14/2023 4:00:00 AM,1771722,FOOD SERVICE,EAGLE FOOD & BEER HALL,1314,BARDSTOWN RD,LOUISVILLE,KY,40204,REGULAR,81,56,"Physical facilities installed, maintained and clean",No,Outer openings not protected against entry of pests (Basement door).  Walls not clean. ,605,2350
113570,8/14/2023 4:00:00 AM,1780317,FOOD SERVICE,DRAKE'S,2651,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,94,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below   - Reach-in units holding at 50-55 degrees F (Grill reach-in, raw poultry).",605,2351
114426,7/14/2023 4:00:00 AM,1771750,FOOD SERVICE,STEAK N SHAKE #707,10721,FISCHER PARK DR,LOUISVILLE,KY,40241,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below.  Hot dogs, sliced tomatoes, leafy greens, and cooked spaghetti all held at 55-65 degrees F.  Items quarantined and voluntarily discarded.",605,2352
109559,10/16/2023 4:00:00 AM,1797232,SCHOOL CAFETERIA OR FOOD SERVICE,USPIRITUS BROOKLAWN CAMPUS,3121,BROOKLAWN CAMPUS DR,LOUISVILLE,KY,40218,REGULAR,94,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"Food-contact surfaces not cleaned and sanitized (ice machine- burn ice/ clean and sanitize ice machine).   The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration (0 ppm- do not use, until repaired). ",605,2353
89940,5/15/2023 4:00:00 AM,1755499,FOOD SERVICE,EL NOPAL,3945,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,92,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Prep cooler - Discarded),605,2354
89940,5/15/2023 4:00:00 AM,1755499,FOOD SERVICE,EL NOPAL,3945,TAYLORSVILLE RD,LOUISVILLE,KY,40220,REGULAR,92,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Personal items not stored properly - Drink stored without lid  ,605,2355
110157,5/30/2023 4:00:00 AM,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,56,"Physical facilities installed, maintained and clean",No,"Employee clothing/possessions not stored properly.  Floors not clean. (broken tile, behind/ under equipment)  Ceiling not clean.",605,2356
110157,5/30/2023 4:00:00 AM,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2357
110157,5/30/2023 4:00:00 AM,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,Mop sink backflow preventer leaking/broken.,605,2358
110157,5/30/2023 4:00:00 AM,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,46,"Single use/single service articles:  properly stored, used",No,Improper display/storage of single service items. (store upside down/ protected),605,2359
111419,6/6/2023 4:00:00 AM,1761631,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,90,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,2360
111419,6/6/2023 4:00:00 AM,1761631,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,90,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  Improper storage of personal drinks.",605,2361
115319,9/18/2023 4:00:00 AM,1789140,FOOD SERVICE,WAGNER'S TRACK KITCHEN,3716,OAKDALE AVE,LOUISVILLE,KY,40214,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area. In food prep area with drinks not covered. corrected",605,2362
115319,9/18/2023 4:00:00 AM,1789140,FOOD SERVICE,WAGNER'S TRACK KITCHEN,3716,OAKDALE AVE,LOUISVILLE,KY,40214,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. Not 50 ppm of available chlorein. 3 compartment sink to be used to wash rinse sanitize and air dry. Quat sanitizer available with test strips.,605,2363
101046,5/24/2023 4:00:00 AM,1758255,FOOD SERVICE,SMASHBURGER,600,TERMINAL DR,LOUISVILLE,KY,40209,REGULAR,93,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy- whipped cream expired 03/16/23,605,2364
101046,5/24/2023 4:00:00 AM,1758255,FOOD SERVICE,SMASHBURGER,600,TERMINAL DR,LOUISVILLE,KY,40209,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below- cooler is not holding temp properly,605,2365
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area (Corrected). ",605,2366
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods (Corrected). ,605,2367
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task (corrected). ,605,2368
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.,605,2369
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom (Raw Oysters). ,605,2370
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,15,Food separated and protected,No,Raw animal foods not separated by type based on minimum cook temperatures.  Ready-to-eat food subject to contamination by raw animal product.,605,2371
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration (Out of chemicals- corrected).   Food-contact surfaces not cleaned and sanitized (Sani buckets contained detergent- corrected buckets to be bleach). ,605,2372
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (quarantined and voluntary discarded). ,605,2373
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2374
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,34,Proper cooling methods used; adequate equipment for temperature control,No,Lack of properly maintained refrigeration unit for TCS food (cooler holding at 50 degrees). ,605,2375
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,36,Approved thawing methods used,No,"Improper thawing method being used for TCS food (Must thaw under cold running water, in the cooler, or as part of the cooking process). ",605,2376
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,38,Food properly labeled; original container,No,Containers not properly labeled.,605,2377
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor (Freezer). ,605,2378
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,2379
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,49,"Ware washing facilities:  installed, maintained, used, test strips",No,Ware washing machine not properly operating.,605,2380
112527,5/31/2023 4:00:00 AM,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,56,"Physical facilities installed, maintained and clean",No,Floors not clean.  Walls not clean. ,605,2381
92445,7/27/2023 4:00:00 AM,1775722,FOOD SERVICE,GALT DOWN ONE,321,W MAIN ST,LOUISVILLE,KY,40202,REGULAR,98,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Improper tasting.  Employees eating, drinking, or smoking in unauthorized area.",605,2382
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,2383
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink. (Bar)  Hand washing sink is not accessible. (Prep Room),605,2384
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Canned food products observed that indicate swelling, leaking, rusting or severe dents.",605,2385
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (Cheese at 65F - discarded),605,2386
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items not properly labeled.  Toxic items not properly stored.,605,2387
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,36,Approved thawing methods used,No,Improper thawing method being used for TCS food. (Alfredo Sauce),605,2388
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,44,"In-use utensils, properly stored",No,Suitable dispensing utensil not being used by employee for handling food. (Scoops must have handles),605,2389
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,45,"Utensil, equipment and linens:  properly stored, dried, handled",No,Utensils not being properly air dried.,605,2390
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,Gaskets not maintained in good repair.,605,2391
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,49,"Ware washing facilities:  installed, maintained, used, test strips",No,"Improper set up of 3 compartment sink. (Wash, Rinse, and Sanitize)",605,2392
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (leak at 3 compartment sink),605,2393
89377,6/28/2023 4:00:00 AM,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (Soda Dispenser at Bar),605,2394
31477,9/15/2023 4:00:00 AM,1788571,SCHOOL CAFETERIA OR FOOD SERVICE,RANGELAND ELEMENTARY,1701,RANGELAND RD,LOUISVILLE,KY,40219,REGULAR,96,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,Not following written procedures for using time as a public health control.  - Observed green mix salad holding at 55 degrees F on the serving line (TPHC record was not filled out and cold TCS products serving temperature were not documented on the SMART TEMP); TPHC- Corrected.,605,2395
31477,9/15/2023 4:00:00 AM,1788572,SCHOOL CAFETERIA OR FOOD SERVICE,RANGELAND ELEMENTARY,1701,RANGELAND RD,LOUISVILLE,KY,40219,REGULAR,96,24,TIME AS A PUBLIC HEALTH CONTROL:  PROCEDURES AND RECORDS,Yes,Not following written procedures for using time as a public health control.  - Observed green mix salad holding at 55 degrees F on the serving line (TPHC record was not filled out and cold TCS products serving temperature were not documented on the SMART TEMP); TPHC- Corrected.,605,2396
100462,6/30/2023 4:00:00 AM,1768585,FOOD SERVICE,HIGHLAND MORNING ST. MATTHEWS,111,ST MATTHEWS AVE,LOUISVILLE,KY,40207,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,Numerous TCS foods not held at or below 41 degrees F in roll-top cooling unit. (Between 51-56 degrees F)-quarantined  (less than 10 pounds-discarded),605,2397
